locus_tag	ftype	length_bp	gene	EC_number	COG	product
Agy99_03309	CDS	873	dhmA2	3.8.1.5		Haloalkane dehalogenase 2
Agy99_03310	CDS	795	dhmA_3	3.8.1.5		Haloalkane dehalogenase
Agy99_03311	CDS	2208				putative protein
Agy99_03312	CDS	2196	glcB	2.3.3.9	COG2225	Malate synthase G
Agy99_03313	CDS	1599				hypothetical protein
Agy99_03314	CDS	759			COG1253	putative protein
Agy99_03315	CDS	1284				hypothetical protein
Agy99_03316	CDS	1920	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
Agy99_03317	CDS	1302				hypothetical protein
Agy99_03318	CDS	1335				IS256 family transposase IS2606
Agy99_03319	CDS	2613				hypothetical protein
Agy99_03320	CDS	1977				hypothetical protein
Agy99_03321	CDS	387				putative protein
Agy99_03322	CDS	1302				hypothetical protein
Agy99_03323	CDS	150				putative protein
Agy99_03324	CDS	963				hypothetical protein
Agy99_03325	CDS	462				hypothetical protein
Agy99_03326	CDS	1185		1.6.-.-		NADH dehydrogenase-like protein
Agy99_03327	CDS	729	mgtC		COG1285	Protein MgtC
Agy99_03328	CDS	240				hypothetical protein
Agy99_03329	CDS	1407				putative PPE family protein PPE33
Agy99_03330	CDS	1281				putative PPE family protein PPE32
Agy99_03331	CDS	1161				putative PPE family protein PPE29
Agy99_03332	CDS	600				hypothetical protein
Agy99_03333	CDS	690				hypothetical protein
Agy99_03334	CDS	1353				hypothetical protein
Agy99_03335	CDS	1833	eccA5		COG0464	ESX-5 secretion system protein EccA5
Agy99_03336	CDS	1212	eccE5			ESX-5 secretion system protein EccE5
Agy99_03337	CDS	1740	mycP5	3.4.21.-	COG1404	Mycosin-5
Agy99_03338	CDS	1512	eccD5			ESX-5 secretion system protein EccD5
Agy99_03339	CDS	903	espG5			ESX-5 secretion-associated protein EspG5
Agy99_03340	CDS	285	esxN_2			ESAT-6-like protein EsxN
Agy99_03341	CDS	303	esxW			ESAT-6-like protein EsxW
Agy99_03342	CDS	300				PE-PGRS family protein PE_PGRS33
Agy99_03343	CDS	1302				hypothetical protein
Agy99_03344	CDS	321				hypothetical protein
Agy99_03345	CDS	1227				PPE family protein PPE26
Agy99_03346	CDS	300				PE family protein PE13
Agy99_03347	CDS	1257				hypothetical protein
Agy99_03348	CDS	195				hypothetical protein
Agy99_03349	CDS	1176		1.14.-.-		Putative cytochrome P450 143
Agy99_03350	CDS	4173	eccC5		COG1674	ESX-5 secretion system protein EccC5
Agy99_03351	CDS	1524	eccB5_2	3.6.-.-		ESX-5 secretion system ATPase EccB5
Agy99_03352	CDS	2181	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
Agy99_03353	CDS	249				putative protein
Agy99_03354	CDS	582				hypothetical protein
Agy99_03355	CDS	312				hypothetical protein
Agy99_03356	CDS	1494				hypothetical protein
Agy99_03357	CDS	426				hypothetical protein
Agy99_03358	CDS	363	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
Agy99_03359	CDS	1098				hypothetical protein
Agy99_03360	CDS	366				hypothetical protein
Agy99_03361	CDS	1098				hypothetical protein
Agy99_03362	CDS	585				hypothetical protein
Agy99_03363	CDS	516	oxyE_1	1.14.13.232		6-methylpretetramide 4-monooxygenase
Agy99_03364	CDS	462				hypothetical protein
Agy99_03365	CDS	999		1.1.1.384		dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose 3-reductase
Agy99_03366	CDS	246				hypothetical protein
Agy99_03367	CDS	1089	pimC	2.4.1.-		GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol dimannoside mannosyltransferase
Agy99_03368	CDS	870				hypothetical protein
Agy99_03369	CDS	1173		1.14.-.-		Putative cytochrome P450 143
Agy99_03370	CDS	621				hypothetical protein
Agy99_03371	CDS	894	baiA_2	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
Agy99_03372	CDS	744		2.3.1.20		Putative diacyglycerol O-acyltransferase
Agy99_03373	CDS	132				hypothetical protein
Agy99_03374	CDS	654				hypothetical protein
Agy99_03375	CDS	384				hypothetical protein
Agy99_03376	CDS	183				hypothetical protein
Agy99_03377	CDS	324				hypothetical protein
Agy99_03378	CDS	639				hypothetical protein
Agy99_03379	CDS	648				putative HTH-type transcriptional regulator
Agy99_03380	CDS	558	cmoM_2	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
Agy99_03381	CDS	105				hypothetical protein
Agy99_03382	CDS	297	trxC_3		COG0526	Putative thioredoxin 2
Agy99_03383	CDS	303				hypothetical protein
Agy99_03384	CDS	426				hypothetical protein
Agy99_03385	CDS	363				hypothetical protein
Agy99_03386	CDS	1029				hypothetical protein
Agy99_03387	CDS	636				hypothetical protein
Agy99_03388	CDS	1242				hypothetical protein
Agy99_03389	CDS	1206				hypothetical protein
Agy99_03390	CDS	1287		1.1.2.-	COG0277	L-gulono-1,4-lactone dehydrogenase
Agy99_03391	CDS	1365		2.3.1.20		Putative diacyglycerol O-acyltransferase
Agy99_03392	CDS	1287				hypothetical protein
Agy99_03393	CDS	555				putative HTH-type transcriptional regulator
Agy99_03394	CDS	507				hypothetical protein
Agy99_03395	CDS	2574				hypothetical protein
Agy99_03396	CDS	1215		1.14.-.-	COG2124	Cytochrome P450 144
Agy99_03397	CDS	498				hypothetical protein
Agy99_03398	CDS	1302				hypothetical protein
Agy99_03399	CDS	402				hypothetical protein
Agy99_03400	CDS	645				hypothetical protein
Agy99_03401	CDS	1254		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD17
Agy99_03402	CDS	261				hypothetical protein
Agy99_03403	CDS	678				hypothetical protein
Agy99_03404	CDS	798		1.-.-.-		putative oxidoreductase
Agy99_03405	CDS	1080	hapE_2	1.14.13.84		4-hydroxyacetophenone monooxygenase
Agy99_03406	CDS	894	hapE_3	1.14.13.84		4-hydroxyacetophenone monooxygenase
Agy99_03407	CDS	690	aes_3	3.1.1.-		Acetyl esterase
Agy99_03408	CDS	417				hypothetical protein
Agy99_03409	CDS	1269				hypothetical protein
Agy99_03410	CDS	774	fucA	4.1.2.17		L-fuculose phosphate aldolase
Agy99_03411	CDS	1626	fadK_1	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
Agy99_03412	CDS	423				hypothetical protein
Agy99_03413	CDS	942	htpX_2	3.4.24.-		Protease HtpX
Agy99_03414	CDS	516				hypothetical protein
Agy99_03415	CDS	2655		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
Agy99_03416	CDS	1335				hypothetical protein
Agy99_03417	CDS	1029	prr_2	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
Agy99_03418	CDS	1302				hypothetical protein
Agy99_03419	CDS	1335				IS256 family transposase IS2606
Agy99_03420	CDS	363	ald1	1.2.1.48		Long-chain-aldehyde dehydrogenase
Agy99_03421	CDS	135				hypothetical protein
Agy99_03422	CDS	912	napA_2	1.9.6.1		Periplasmic nitrate reductase
Agy99_03423	CDS	276				hypothetical protein
Agy99_03424	CDS	1308				hypothetical protein
Agy99_03425	CDS	384				hypothetical protein
Agy99_03426	CDS	468				hypothetical protein
Agy99_03427	CDS	150				hypothetical protein
Agy99_03428	CDS	579				hypothetical protein
Agy99_03429	CDS	165				hypothetical protein
Agy99_03430	CDS	849	ephD_4	1.-.-.-	COG1028	putative oxidoreductase EphD
Agy99_03431	CDS	1380		2.3.1.20		Putative diacyglycerol O-acyltransferase
Agy99_03432	CDS	1116	tgs4	2.3.1.20		putative diacyglycerol O-acyltransferase Tgs4
Agy99_03433	CDS	1581		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
Agy99_03434	CDS	171				hypothetical protein
Agy99_03435	CDS	864				hypothetical protein
Agy99_03436	CDS	759				hypothetical protein
Agy99_03437	CDS	1242	mntH_1			Divalent metal cation transporter MntH
Agy99_03438	CDS	837	tsaC1	1.2.1.62		4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
Agy99_03439	CDS	4533				hypothetical protein
Agy99_03440	CDS	867				hypothetical protein
Agy99_03441	CDS	582	uppS_1	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
Agy99_03442	CDS	888				hypothetical protein
Agy99_03443	CDS	1125				hypothetical protein
Agy99_03444	CDS	1470				hypothetical protein
Agy99_03445	CDS	2364	yhgF		COG2183	Protein YhgF
Agy99_03446	CDS	723	trkA_1		COG0569	Trk system potassium uptake protein TrkA
Agy99_03447	CDS	1497	nhaP_2			K(+)/H(+) antiporter NhaP
Agy99_03448	CDS	1356				hypothetical protein
Agy99_03449	CDS	1302				hypothetical protein
Agy99_03450	CDS	1764	pknE	2.7.11.1	COG0515	Serine/threonine-protein kinase PknE
Agy99_03451	CDS	738				hypothetical protein
Agy99_03452	CDS	1368	ybaT		COG0531	Inner membrane transport protein YbaT
Agy99_03453	CDS	597				hypothetical protein
Agy99_03454	CDS	1830		7.2.2.10		Calcium-transporting ATPase 1
Agy99_03455	CDS	372				hypothetical protein
Agy99_03456	CDS	1059	pknK_1	2.7.11.1	COG2909	Serine/threonine-protein kinase PknK
Agy99_03457	CDS	2169	pknK_2	2.7.11.1	COG2909	Serine/threonine-protein kinase PknK
Agy99_03458	CDS	1422				hypothetical protein
Agy99_03459	CDS	1512	ydjE			Inner membrane metabolite transport protein YdjE
Agy99_03460	CDS	936				hypothetical protein
Agy99_03461	CDS	1056	tolB			Tol-Pal system protein TolB
Agy99_03462	CDS	1557	gabD2	1.2.1.79	COG1012	Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2
Agy99_03463	CDS	987		3.5.1.11		Penicillin acylase
Agy99_03464	CDS	678				hypothetical protein
Agy99_03465	CDS	1557	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
Agy99_03466	CDS	618	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
Agy99_03467	CDS	396				hypothetical protein
Agy99_03468	CDS	309				hypothetical protein
Agy99_03469	CDS	873	ydjP	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
Agy99_03470	CDS	1356				hypothetical protein
Agy99_03471	CDS	987				hypothetical protein
Agy99_03472	CDS	396	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
Agy99_03473	CDS	942				hypothetical protein
Agy99_03474	CDS	327		1.-.-.-	COG1359	Putative monooxygenase
Agy99_03475	CDS	813	nagR_2		COG2188	HTH-type transcriptional repressor NagR
Agy99_03476	CDS	1023	fgd_5	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
Agy99_03477	CDS	819				hypothetical protein
Agy99_03478	CDS	1047	mro	5.1.3.3	COG2017	Aldose 1-epimerase
Agy99_03479	CDS	633				hypothetical protein
Agy99_03480	CDS	216				hypothetical protein
Agy99_03481	CDS	336				Heme-binding protein
Agy99_03482	CDS	270				hypothetical protein
Agy99_03483	CDS	246				hypothetical protein
Agy99_03484	CDS	753				hypothetical protein
Agy99_03485	CDS	1623				hypothetical protein
Agy99_03486	CDS	537				hypothetical protein
Agy99_03487	CDS	1215				hypothetical protein
Agy99_03488	CDS	198				hypothetical protein
Agy99_03489	CDS	1335				IS256 family transposase IS2606
Agy99_03490	CDS	750	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
Agy99_03491	CDS	1263	queC	6.3.4.20		7-cyano-7-deazaguanine synthase
Agy99_03492	CDS	873				hypothetical protein
Agy99_03493	CDS	1728				hypothetical protein
Agy99_03494	CDS	735				hypothetical protein
Agy99_03495	CDS	1548				hypothetical protein
Agy99_03496	CDS	1308	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
Agy99_03497	CDS	1332				IS256 family transposase IS2606
Agy99_03498	CDS	1335				IS256 family transposase IS2606
Agy99_03499	CDS	660				hypothetical protein
Agy99_03500	CDS	1014				hypothetical protein
Agy99_03501	CDS	936		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
Agy99_03502	CDS	1335				IS256 family transposase IS2606
Agy99_03503	CDS	1242				hypothetical protein
Agy99_03504	CDS	831				hypothetical protein
Agy99_03505	CDS	258				hypothetical protein
Agy99_03506	CDS	1335				IS256 family transposase IS2606
Agy99_03507	tRNA	77				tRNA-Pro(ggg)
Agy99_03508	CDS	1410	der		COG1160	GTPase Der
Agy99_03509	CDS	729	cmk	2.7.4.25	COG0283	Cytidylate kinase
Agy99_03510	CDS	762		5.4.99.-	COG1187	putative RNA pseudouridine synthase
Agy99_03511	CDS	708	scpB			Segregation and condensation protein B
Agy99_03512	CDS	828	scpA_2		COG1354	Segregation and condensation protein A
Agy99_03513	CDS	753			COG1192	putative protein
Agy99_03514	CDS	321				hypothetical protein
Agy99_03515	CDS	960				hypothetical protein
Agy99_03516	CDS	318				hypothetical protein
Agy99_03517	CDS	1335				IS256 family transposase IS2606
Agy99_03518	CDS	780				hypothetical protein
Agy99_03519	CDS	978				hypothetical protein
Agy99_03520	CDS	498				hypothetical protein
Agy99_03521	CDS	786				hypothetical protein
Agy99_03522	CDS	432				hypothetical protein
Agy99_03523	CDS	1551				hypothetical protein
Agy99_03524	CDS	1512				hypothetical protein
Agy99_03525	CDS	756			COG0217	putative transcriptional regulatory protein
Agy99_03526	CDS	1596				hypothetical protein
Agy99_03527	CDS	576	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
Agy99_03528	CDS	846	tesB_2	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
Agy99_03529	CDS	954	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
Agy99_03530	CDS	1068				hypothetical protein
Agy99_03531	CDS	1125	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
Agy99_03532	CDS	951		2.3.1.265	COG1560	Phosphatidylinositol mannoside acyltransferase
Agy99_03533	CDS	705	pgsA1	2.7.8.-	COG0558	Phosphatidylinositol phosphate synthase
Agy99_03534	CDS	573		2.7.7.53	COG0537	AP-4-A phosphorylase
Agy99_03535	CDS	2076	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
Agy99_03536	CDS	624				hypothetical protein
Agy99_03537	CDS	570	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
Agy99_03538	CDS	771				hypothetical protein
Agy99_03539	CDS	699	pnoA	1.13.12.-		Nitronate monooxygenase
Agy99_03540	CDS	345				hypothetical protein
Agy99_03541	CDS	426				hypothetical protein
Agy99_03542	CDS	648				hypothetical protein
Agy99_03543	CDS	348	fdxA_3		COG1146	Ferredoxin
Agy99_03544	CDS	1419	narK_4		COG2223	Nitrate/nitrite transporter NarK
Agy99_03545	CDS	825				hypothetical protein
Agy99_03546	CDS	894			COG0589	Universal stress protein
Agy99_03547	CDS	357				Universal stress protein
Agy99_03548	CDS	447				hypothetical protein
Agy99_03549	CDS	1179	rip3		COG0517	Putative zinc metalloprotease Rip3
Agy99_03550	CDS	351				hypothetical protein
Agy99_03551	CDS	237				hypothetical protein
Agy99_03552	CDS	1428		2.3.1.20		Putative diacyglycerol O-acyltransferase
Agy99_03553	CDS	834				putative protein
Agy99_03554	CDS	1866		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
Agy99_03555	CDS	1125				putative protein
Agy99_03556	CDS	1311			COG1926	Putative phosphoribosyl transferase
Agy99_03557	CDS	282				putative protein
Agy99_03558	CDS	738				hypothetical protein
Agy99_03559	CDS	1380	menE_6	6.2.1.26		2-succinylbenzoate--CoA ligase
Agy99_03560	CDS	657			COG0586	putative membrane protein
Agy99_03561	CDS	171				hypothetical protein
Agy99_03562	CDS	312				hypothetical protein
Agy99_03563	CDS	441				hypothetical protein
Agy99_03564	CDS	948		1.11.1.-	COG0753	Catalase-related peroxidase
Agy99_03565	CDS	234				hypothetical protein
Agy99_03566	CDS	360				hypothetical protein
Agy99_03567	CDS	471	cadI		COG0346	Cadmium-induced protein CadI
Agy99_03568	CDS	360				hypothetical protein
Agy99_03569	CDS	1095	acr3		COG0798	Arsenical-resistance protein Acr3
Agy99_03570	CDS	432	arsC_1	1.20.4.1		Glutaredoxin arsenate reductase
Agy99_03571	CDS	816				hypothetical protein
Agy99_03572	CDS	858				hypothetical protein
Agy99_03573	CDS	1302				hypothetical protein
Agy99_03574	CDS	1836				hypothetical protein
Agy99_03575	tRNA	73				tRNA-Val(cac)
Agy99_03576	tRNA	74				tRNA-Gly(gcc)
Agy99_03577	tRNA	74				tRNA-Cys(gca)
Agy99_03578	tRNA	75				tRNA-Val(gac)
Agy99_03579	CDS	426				hypothetical protein
Agy99_03580	CDS	978	yhdG_3		COG0531	putative amino acid permease YhdG
Agy99_03581	CDS	1668				hypothetical protein
Agy99_03582	CDS	996	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
Agy99_03583	CDS	354	lprJ_3			Putative lipoprotein LprJ
Agy99_03584	CDS	744				hypothetical protein
Agy99_03585	CDS	561				hypothetical protein
Agy99_03586	CDS	450		2.3.1.-	COG0454	putative N-acetyltransferase
Agy99_03587	CDS	1113	zapE			Cell division protein ZapE
Agy99_03588	CDS	783				hypothetical protein
Agy99_03589	CDS	1239	caeB_2	3.1.1.-		Carboxylesterase B
Agy99_03590	CDS	1311	aftC	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
Agy99_03591	CDS	441	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
Agy99_03592	CDS	750				hypothetical protein
Agy99_03593	CDS	696			COG3253	putative protein
Agy99_03594	CDS	1368	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
Agy99_03595	CDS	1092	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
Agy99_03596	CDS	810		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
Agy99_03597	CDS	582				hypothetical protein
Agy99_03598	CDS	1308	rnd	3.1.13.5		Ribonuclease D
Agy99_03599	CDS	477	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
Agy99_03600	CDS	408	dxs_2	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
Agy99_03601	CDS	1302				hypothetical protein
Agy99_03602	CDS	2004				hypothetical protein
Agy99_03603	CDS	1914	dxs_3	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
Agy99_03604	CDS	495				hypothetical protein
Agy99_03605	CDS	1290			COG1055	putative transporter
Agy99_03606	CDS	249			COG1055	putative transporter
Agy99_03607	CDS	1002			COG1055	putative transporter
Agy99_03608	CDS	384				Fluoroquinolones export permease protein
Agy99_03609	CDS	453				hypothetical protein
Agy99_03610	CDS	666				Fluoroquinolones export permease protein
Agy99_03611	CDS	621		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
Agy99_03612	CDS	231		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
Agy99_03613	CDS	1206		2.1.1.-	COG2265	putative RNA methyltransferase
Agy99_03614	CDS	1998	kimA		COG0531	Potassium transporter KimA
Agy99_03615	CDS	669	trkA_2		COG0569	Trk system potassium uptake protein TrkA
Agy99_03616	CDS	663	trkA_3		COG0569	Trk system potassium uptake protein TrkA
Agy99_03617	CDS	672				hypothetical protein
Agy99_03618	CDS	369				hypothetical protein
Agy99_03619	CDS	720				hypothetical protein
Agy99_03620	CDS	753				hypothetical protein
Agy99_03621	CDS	465	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
Agy99_03622	CDS	405				hypothetical protein
Agy99_03623	CDS	303				hypothetical protein
Agy99_03624	CDS	654				hypothetical protein
Agy99_03625	CDS	831	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase SuhB
Agy99_03626	CDS	795	ppgK	2.7.1.63	COG1940	Polyphosphate glucokinase
Agy99_03627	CDS	1530	sigA		COG0568	RNA polymerase sigma factor SigA
Agy99_03628	CDS	1131				hypothetical protein
Agy99_03629	CDS	729	chiA			putative bifunctional chitinase/lysozyme
Agy99_03630	CDS	444	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
Agy99_03631	CDS	642				hypothetical protein
Agy99_03632	CDS	975				hypothetical protein
Agy99_03633	CDS	249				hypothetical protein
Agy99_03634	CDS	429				hypothetical protein
Agy99_03635	CDS	972	sigB		COG0568	RNA polymerase sigma factor SigB
Agy99_03636	CDS	693	ideR_2		COG1321	Iron-dependent repressor IdeR
Agy99_03637	CDS	300				hypothetical protein
Agy99_03638	CDS	699				hypothetical protein
Agy99_03639	CDS	1149	sthA_1	1.6.1.1	COG1249	putative soluble pyridine nucleotide transhydrogenase
Agy99_03640	CDS	318				hypothetical protein
Agy99_03641	CDS	960				hypothetical protein
Agy99_03642	CDS	285	sthA_2	1.6.1.1	COG1249	putative soluble pyridine nucleotide transhydrogenase
Agy99_03643	CDS	822				hypothetical protein
Agy99_03644	CDS	978				hypothetical protein
Agy99_03645	CDS	1026			COG0596	putative protein
Agy99_03646	CDS	687			COG0384	putative protein
Agy99_03647	CDS	486				hypothetical protein
Agy99_03648	CDS	465	nrdR		COG1327	Transcriptional repressor NrdR
Agy99_03649	CDS	543				hypothetical protein
Agy99_03650	CDS	735	lexA	3.4.21.88	COG1974	LexA repressor
Agy99_03651	CDS	2304				hypothetical protein
Agy99_03652	CDS	768			COG0861	putative membrane protein
Agy99_03653	CDS	318				hypothetical protein
Agy99_03654	CDS	258				ISAs1 family transposase ISMul1
Agy99_03655	CDS	684				hypothetical protein
Agy99_03656	CDS	375			COG0861	putative membrane protein
Agy99_03657	CDS	1161	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
Agy99_03658	CDS	1515	hflX		COG2262	GTPase HflX
Agy99_03659	CDS	873	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
Agy99_03660	CDS	945	miaA_1	2.5.1.75	COG0324	tRNA dimethylallyltransferase
Agy99_03661	CDS	696				hypothetical protein
Agy99_03662	CDS	978				hypothetical protein
Agy99_03663	CDS	381				hypothetical protein
Agy99_03664	CDS	183				hypothetical protein
Agy99_03665	CDS	1806	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
Agy99_03666	CDS	1353				putative protein
Agy99_03667	CDS	612				hypothetical protein
Agy99_03668	CDS	1587	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
Agy99_03669	CDS	522	recX		COG2137	Regulatory protein RecX
Agy99_03670	CDS	1041	recA		COG0468	Protein RecA
Agy99_03671	CDS	792				hypothetical protein
Agy99_03672	CDS	234				hypothetical protein
Agy99_03673	CDS	1167	rebG	4.3.3.5		4'-demethylrebeccamycin synthase
Agy99_03674	CDS	441	ephG	3.3.2.10	COG4308	Epoxide hydrolase EphG
